# Simple Text Format
# Sampling Rate (Hz):= 100.00
# Resolution:= 0
# Units:= m/s^2
# Labels:= acc_x	acc_y	acc_z
0.35156	-0.99463	0.30371
0.36865	-0.99072	0.31934
0.35596	-0.96094	0.33545
0.34863	-0.92383	0.33643
0.3374	-0.89404	0.31982
0.31885	-0.84521	0.30811
0.29785	-0.81152	0.31934
0.30518	-0.77637	0.3042
0.30273	-0.76807	0.28516
0.27148	-0.76074	0.28418
0.29687	-0.75879	0.25635
0.31445	-0.76611	0.25684
0.3418	-0.78906	0.26465
0.33301	-0.80322	0.29248
0.36084	-0.80078	0.29346
0.35889	-0.83154	0.28662
0.35303	-0.84229	0.29199
0.36816	-0.83057	0.27148
0.35156	-0.84521	0.26465
0.35059	-0.84766	0.25244
0.3584	-0.86719	0.24951
0.33447	-0.83887	0.24902
0.34131	-0.93164	0.26074
0.36865	-0.90576	0.25684
0.38135	-0.92383	0.25879
0.36133	-0.95557	0.25391
0.38232	-0.96729	0.24365
0.40576	-1.03906	0.23486
0.40918	-1.05371	0.24365
0.42041	-1.08252	0.24707
0.4375	-1.1123	0.25439
0.4458	-1.11816	0.27832
0.45654	-1.11133	0.28223
0.45703	-1.08984	0.28174
0.45361	-1.0918	0.25098
0.44531	-1.1167	0.23145
0.45264	-1.20654	0.23486
0.4751	-1.2832	0.2583
0.48242	-1.31885	0.29736
0.50195	-1.33887	0.34375
0.50293	-1.30908	0.37598
0.48877	-1.20557	0.35986
0.48437	-1.10107	0.33838
0.4541	-1.02051	0.27832
0.43555	-0.95264	0.25146
0.40723	-0.88721	0.24316
0.37598	-0.88086	0.24316
0.36768	-0.85156	0.25781
0.36768	-0.84229	0.26416
0.37695	-0.8457	0.2915
0.39062	-0.85791	0.28564
0.38623	-0.89355	0.28418
0.41113	-0.94824	0.2876
0.41797	-0.98389	0.28418
0.40332	-1.01953	0.2832
0.37158	-1.0166	0.27734
0.35205	-1.03809	0.27783
0.32275	-1.01953	0.25391
0.28467	-0.99121	0.26025
0.27783	-0.95898	0.25635
0.26758	-0.96143	0.24707
0.26172	-0.92725	0.23584
0.25879	-0.91943	0.23047
0.271	-0.9292	0.22217
0.26514	-0.91797	0.20312
0.29443	-0.9502	0.21777
0.2998	-0.91748	0.22119
0.3125	-0.92871	0.2124
0.3208	-0.92725	0.19775
0.28906	-0.91016	0.19678
0.3125	-0.89404	0.20361
0.21436	-0.87451	0.23437
0.26074	-0.84961	0.19922
0.25293	-0.83838	0.18848
0.47803	-0.78857	0.45264
0.18506	-0.75439	0.08398
0.30811	-0.78516	0.17627
0.25	-0.77441	0.16455
0.2998	-0.79102	0.16406
0.32764	-0.76416	0.16357
0.29199	-0.80811	0.18262
0.30176	-0.87061	0.19434
0.30127	-0.94189	0.23145
0.31104	-0.96826	0.24072
0.31934	-0.99658	0.24219
0.31836	-0.97949	0.23096
0.31689	-0.95508	0.22119
0.33496	-0.93359	0.22217
0.32275	-0.91064	0.20166
0.33545	-0.92529	0.20361
0.38428	-0.96387	0.22461
0.39502	-0.97998	0.23975
0.40088	-1.00977	0.26025
0.38965	-1.00684	0.27393
0.39746	-0.96533	0.28467
0.39893	-0.93457	0.29492
0.37842	-0.81836	0.32617
0.46094	-0.79297	0.28809
0.33203	-0.76416	0.30176
0.3833	-0.71777	0.29883
0.30811	-0.69824	0.27783
0.30908	-0.74023	0.27393
0.29687	-0.76904	0.27295
0.29932	-0.84863	0.271
0.30225	-0.91016	0.28662
0.3208	-0.94141	0.30371
0.31885	-0.96533	0.32666
0.32568	-0.99121	0.32275
0.34521	-0.99658	0.31836
0.31641	-0.97314	0.32861
0.29834	-0.93359	0.30029
0.31152	-0.88965	0.29932
0.30078	-0.86133	0.27441
0.30371	-0.82275	0.28271
0.32568	-0.78369	0.26904
0.34473	-0.76904	0.25391
0.35498	-0.74414	0.24121
0.36621	-0.74219	0.25342
0.40186	-0.74658	0.22949
0.40381	-0.73779	0.25146
0.40967	-0.7583	0.25928
0.40918	-0.7583	0.27002
0.39258	-0.79053	0.26611
0.40186	-0.82617	0.26172
0.37256	-0.84424	0.27637
0.37158	-0.89404	0.28223
0.34521	-0.88525	0.28906
0.3584	-0.9248	0.29102
0.34521	-0.95508	0.28516
0.36279	-0.95801	0.29346
0.36279	-0.98437	0.28955
0.34912	-0.99609	0.28662
0.36426	-1.05469	0.29639
0.37988	-1.07666	0.28174
0.39746	-1.08838	0.29395
0.41406	-1.10791	0.2915
0.44141	-1.13574	0.30908
0.40723	-1.12793	0.30811
0.45361	-1.11816	0.31006
0.44824	-1.08887	0.29736
0.46289	-1.12158	0.26465
0.46582	-1.19043	0.27197
0.4668	-1.24072	0.28271
0.48779	-1.31152	0.31006
0.49805	-1.3252	0.34521
0.50391	-1.30029	0.37207
0.49121	-1.22852	0.37207
0.48437	-1.12646	0.35498
0.4751	-1.02734	0.32178
0.43945	-0.93652	0.28271
0.42822	-0.89697	0.26904
0.4248	-0.86475	0.23633
0.3916	-0.83398	0.25146
0.37939	-0.82812	0.25391
0.36426	-0.86914	0.28906
0.35059	-0.89453	0.29834
0.33105	-0.93213	0.29395
0.33105	-0.98096	0.31201
0.31836	-1.02539	0.31787
0.32324	-1.05908	0.31055
0.31201	-1.06934	0.31348
0.34375	-1.06152	0.31104
0.3125	-1.04443	0.30469
0.28857	-1.02832	0.27734
0.2959	-1.01318	0.24756
0.28027	-0.98975	0.24219
0.30908	-0.98926	0.22266
0.31738	-0.96191	0.22119
0.30176	-0.95264	0.2207
0.29199	-0.95312	0.21338
0.26025	-0.93506	0.20605
0.26172	-0.91748	0.19824
0.24805	-0.90186	0.19189
0.24902	-0.88721	0.17578
0.22852	-0.86084	0.17334
0.22803	-0.8418	0.17627
0.2627	-0.82373	0.14893
0.23193	-0.78467	0.16406
0.21631	-0.80566	0.10303
0.2417	-0.75439	0.13428
0.25391	-0.72803	0.17236
0.21533	-0.81738	0.16895
0.25439	-0.78564	0.16895
0.25635	-0.8125	0.16309
0.35059	-0.78711	0.1416
0.19922	-0.82373	0.1665
0.24219	-0.86279	0.16406
0.24463	-0.88672	0.17578
0.23926	-0.93164	0.19629
0.25732	-0.93701	0.20898
0.25684	-0.93115	0.22314
0.29346	-0.91748	0.23633
0.29102	-0.91064	0.22754
0.2998	-0.92725	0.20947
0.28516	-0.96826	0.2002
0.31348	-1.0083	0.20117
0.30371	-1.09766	0.23437
0.31152	-1.15674	0.24023
0.33105	-1.18652	0.27295
0.34814	-1.15967	0.28467
0.35986	-1.14795	0.30127
0.37109	-1.03711	0.30078
0.39111	-0.97217	0.31445
0.38867	-0.89502	0.31494
0.39795	-0.82617	0.30615
0.40625	-0.79395	0.2998
0.36719	-0.77979	0.29443
0.36572	-0.77295	0.29346
0.35986	-0.80615	0.27197
0.36475	-0.85352	0.2583
0.3501	-0.8877	0.25293
0.3418	-0.93164	0.26318
0.32373	-0.93799	0.28418
0.30859	-0.94092	0.31348
0.29346	-0.91455	0.32373
0.2749	-0.87549	0.33984
0.26709	-0.83887	0.3252
0.26074	-0.80127	0.2998
0.34277	-0.80859	0.30371
0.28564	-0.80762	0.29736
0.32861	-0.71582	0.27979
0.31885	-0.75928	0.30518
0.35205	-0.75928	0.30518
0.37354	-0.73584	0.2998
0.39648	-0.76807	0.30127
0.39258	-0.78271	0.30176
0.3877	-0.77539	0.27637
0.38281	-0.80322	0.27734
0.3623	-0.8374	0.28857
0.34473	-0.84912	0.27002
0.32715	-0.87793	0.28906
0.30078	-0.91113	0.2915
0.33691	-0.91406	0.28613
0.30811	-0.9458	0.28027
0.32568	-0.9707	0.27637
0.33057	-0.98145	0.26562
0.35937	-1.00439	0.26172
0.34619	-1.03809	0.25049
0.40332	-1.06836	0.23828
0.38818	-1.09375	0.24365
0.42334	-1.10303	0.24805
0.43896	-1.10645	0.24658
0.45264	-1.10498	0.26074
0.46045	-1.0957	0.26807
0.46973	-1.06934	0.26318
0.47949	-1.08545	0.24316
0.48437	-1.13086	0.24121
0.48437	-1.18164	0.25488
0.50439	-1.23291	0.27148
0.51904	-1.27148	0.30664
0.5332	-1.271	0.36328
0.53809	-1.2124	0.37744
0.5127	-1.15283	0.38086
0.49756	-1.05176	0.35693
0.45703	-0.99072	0.31494
0.42529	-0.94043	0.2876
0.37354	-0.91748	0.24756
0.34619	-0.87891	0.25
0.31836	-0.89307	0.25732
0.32129	-0.91162	0.26855
0.33252	-0.96533	0.30566
0.33887	-1.0	0.31592
0.35059	-1.05566	0.31348
0.37061	-1.09619	0.31787
0.37451	-1.12451	0.32666
0.36914	-1.11328	0.30273
0.37109	-1.09326	0.29932
0.3584	-1.04932	0.28613
0.3457	-1.0127	0.25391
0.33008	-0.98975	0.24756
0.30957	-0.93213	0.23535
0.29443	-0.89014	0.2207
0.29248	-0.86865	0.20996
0.28467	-0.85352	0.21777
0.25781	-0.84424	0.19238
0.24756	-0.84326	0.20898
0.25293	-0.84766	0.19678
0.25342	-0.83594	0.1958
0.25049	-0.81836	0.18359
0.14502	-0.89404	0.22559
0.29395	-0.79834	0.19141
0.2583	-0.80811	0.15674
0.30859	-0.76611	0.18604
0.26025	-0.7998	0.19775
0.18164	-0.76465	0.12402
0.20215	-0.75488	0.146
0.35986	-0.69727	0.13184
0.13672	-0.73975	0.15479
0.24805	-0.79395	0.13184
0.27393	-0.80811	0.13477
0.29834	-0.85059	0.14746
0.29297	-0.90479	0.19238
0.2749	-0.9707	0.22021
0.30225	-0.99268	0.22266
0.30469	-1.01758	0.23145
0.33105	-0.98975	0.21387
0.33887	-0.95068	0.21289
0.33105	-0.9458	0.19873
0.35156	-0.88379	0.18164
0.33789	-0.89502	0.18408
0.32764	-0.91992	0.18848
0.34814	-0.98682	0.19971
0.34424	-1.04199	0.19873
0.3501	-1.0542	0.22314
0.3833	-1.05859	0.23242
0.38721	-1.01318	0.25195
0.39502	-0.93408	0.25244
0.39355	-0.87988	0.23779
0.39941	-0.83203	0.22656
0.38184	-0.7915	0.21777
0.37646	-0.79297	0.22217
0.37842	-0.81982	0.2334
0.34912	-0.85254	0.22412
0.34961	-0.9126	0.2373
0.36035	-0.96289	0.27441
0.36279	-0.98096	0.2876
0.38281	-0.98535	0.30762
0.3584	-0.97363	0.30518
0.35986	-0.9624	0.31152
0.35645	-0.92529	0.30664
0.31152	-0.8877	0.30957
0.30225	-0.86084	0.30127
0.2998	-0.82324	0.28369
0.34229	-0.77295	0.26562
0.3042	-0.76367	0.26855
0.29639	-0.79199	0.26074
0.25146	-0.78076	0.27539
0.35156	-0.771	0.27197
0.37793	-0.77686	0.27148
0.35352	-0.80029	0.28662
0.37158	-0.8125	0.28662
0.38428	-0.84082	0.29395
0.35986	-0.82666	0.28906
0.36621	-0.87012	0.28857
0.36182	-0.83887	0.28516
0.28369	-0.80273	0.36865
0.38574	-0.84082	0.27295
0.3501	-0.875	0.28369
0.396	-0.87891	0.27783
0.36035	-0.92139	0.29102
0.40625	-0.94629	0.28369
0.39307	-0.9751	0.25879
0.40381	-1.0415	0.26709
0.37109	-1.06299	0.27734
0.41357	-1.0918	0.28223
0.40283	-1.13379	0.28857
0.4165	-1.14893	0.29053
0.43164	-1.14014	0.29834
0.4248	-1.13086	0.29443
0.43506	-1.12012	0.2915
0.42383	-1.13477	0.24902
0.43848	-1.20557	0.24023
0.45947	-1.25586	0.26953
0.47705	-1.29932	0.30615
0.49854	-1.31934	0.34619
0.48828	-1.28906	0.35205
0.47754	-1.24365	0.35889
0.44775	-1.14893	0.3291
0.41846	-1.0791	0.28711
0.4043	-0.99854	0.25439
0.37939	-0.94922	0.24561
0.35498	-0.89697	0.23193
0.32812	-0.85059	0.22852
0.30127	-0.84717	0.21484
0.30762	-0.86426	0.21924
0.30957	-0.8623	0.21582
0.31836	-0.896	0.22803
0.31006	-0.92725	0.24365
0.33008	-0.96387	0.23486
0.33203	-0.99512	0.25098
0.3374	-0.98926	0.23877
0.33154	-0.97998	0.21875
0.3252	-0.97705	0.21143
0.31348	-0.96436	0.1958
0.28125	-0.93115	0.18701
0.27734	-0.90527	0.17725
0.2583	-0.8877	0.16895
0.23779	-0.87549	0.16357
0.23584	-0.87109	0.14844
0.22656	-0.87891	0.15869
0.22998	-0.87891	0.17041
0.25195	-0.86523	0.18164
0.25684	-0.86426	0.18262
0.26562	-0.8501	0.17627
0.17529	-0.9375	0.24707
0.27539	-0.86621	0.16943
0.25342	-0.84619	0.17236
0.26514	-0.82227	0.14893
0.30859	-0.83105	0.11328
0.27295	-0.83447	0.13477
0.27393	-0.86523	0.14893
0.24854	-0.80518	0.14307
0.2793	-0.81006	0.14355
0.27393	-0.80322	0.15625
0.27197	-0.81641	0.1665
0.28613	-0.81982	0.15723
0.27344	-0.84033	0.17285
0.27148	-0.87744	0.17383
0.25586	-0.89502	0.18604
0.33301	-0.89893	0.19922
0.27539	-0.94727	0.25439
0.27881	-0.94824	0.22754
0.28564	-0.96191	0.24561
0.32861	-0.9668	0.19873
0.33203	-1.02881	0.20312
0.35156	-1.08398	0.23242
0.37354	-1.14111	0.25635
0.39551	-1.14551	0.26318
0.39551	-1.1167	0.27588
0.396	-1.0752	0.27148
0.40479	-1.0166	0.25684
0.39795	-0.9375	0.26562
0.40234	-0.88428	0.26123
0.38818	-0.82617	0.24658
0.38281	-0.79932	0.24414
0.3667	-0.79883	0.24268
0.37256	-0.83301	0.2417
0.38672	-0.84521	0.2627
0.4043	-0.91162	0.26904
0.41016	-0.95068	0.2959
0.40918	-0.9873	0.3252
0.41211	-0.99414	0.32617
0.39111	-0.98975	0.34473
0.37402	-0.96777	0.33447
0.3418	-0.94141	0.34229
0.30908	-0.88574	0.33057
0.30322	-0.83398	0.32666
0.27881	-0.80713	0.30566
0.29834	-0.79248	0.30615
0.30273	-0.78418	0.29687
0.31299	-0.79199	0.30957
0.32471	-0.77637	0.30566
0.33643	-0.7749	0.30664
0.35547	-0.79443	0.31006
0.36182	-0.79736	0.29199
0.3584	-0.81348	0.30469
0.35498	-0.82031	0.30469
0.33789	-0.83301	0.30762
0.32568	-0.84521	0.30371
0.31543	-0.86719	0.3125
0.30029	-0.87891	0.3042
0.30371	-0.89258	0.30078
0.31543	-0.8999	0.2915
0.32861	-0.91162	0.28369
0.3418	-0.92041	0.28076
0.33691	-0.96436	0.26172
0.34473	-0.95361	0.2666
0.35937	-0.99121	0.2627
0.35107	-0.98242	0.25293
0.37842	-1.0625	0.26074
0.38623	-1.04639	0.25977
0.40771	-1.06787	0.26465
0.4082	-1.05029	0.25635
0.40967	-1.02344	0.25732
0.41748	-1.01758	0.2085
0.40576	-1.07031	0.18164
0.41699	-1.14111	0.1792
0.42725	-1.20605	0.20117
0.42432	-1.22461	0.24365
0.45215	-1.2998	0.28955
0.44775	-1.26318	0.31738
0.45605	-1.23486	0.3208
0.45215	-1.14697	0.29736
0.44189	-1.06982	0.23242
0.4165	-1.02637	0.19629
0.39404	-0.98682	0.16748
0.37451	-0.9458	0.16016
0.36328	-0.92725	0.1626
0.36328	-0.92187	0.16797
0.35596	-0.91113	0.17383
0.3501	-0.92139	0.18555
0.33496	-0.94531	0.20264
0.34814	-0.97266	0.20752
0.36523	-0.979	0.20898
0.37061	-0.98975	0.22852
0.36426	-0.98779	0.24658
0.35254	-0.97217	0.26807
0.34814	-0.95459	0.24805
0.31787	-0.92773	0.22559
0.28955	-0.91895	0.20654
0.28662	-0.88037	0.19727
0.27246	-0.87939	0.18945
0.28125	-0.8623	0.19434
0.28076	-0.86621	0.19238
0.26562	-0.87793	0.20068
0.27637	-0.87207	0.21143
0.27344	-0.87305	0.19824
0.26514	-0.88086	0.2002
0.24951	-0.87549	0.21338
0.25635	-0.86963	0.2085
0.26318	-0.87402	0.19385
0.26562	-0.86328	0.19336
0.25195	-0.84814	0.18799
0.26123	-0.83447	0.17236
0.22705	-0.85303	0.20605
0.27734	-0.81055	0.1792
0.21191	-0.77979	0.17627
0.28027	-0.81885	0.17627
0.28809	-0.82812	0.17822
0.26318	-0.87695	0.20264
0.30127	-0.91016	0.22559
0.27588	-0.93408	0.22559
0.28125	-0.96387	0.22949
0.25635	-0.96094	0.21777
0.27588	-0.94141	0.21924
0.25146	-0.9248	0.2207
0.27344	-0.90479	0.18848
0.25537	-0.95654	0.21094
0.26611	-1.00977	0.20996
0.30615	-1.02148	0.21143
0.30957	-1.07617	0.22949
0.32422	-1.08936	0.23047
0.32959	-1.07471	0.22461
0.34814	-1.0415	0.24658
0.36523	-0.97314	0.23242
0.35205	-0.91602	0.2417
0.35352	-0.87988	0.24219
0.34668	-0.85107	0.2373
0.32764	-0.82324	0.23633
0.33057	-0.86328	0.23926
0.32471	-0.87354	0.22803
0.33105	-0.91406	0.2417
0.3374	-0.94189	0.24658
0.34277	-0.95312	0.2749
0.3418	-0.94287	0.28955
0.34277	-0.9126	0.2876
0.33057	-0.86182	0.29883
0.33398	-0.80322	0.31592
0.3418	-0.73437	0.31982
0.35156	-0.69092	0.34619
0.35156	-0.70703	0.34326
0.35742	-0.71826	0.37598
0.37109	-0.76318	0.38721
0.35059	-0.78076	0.36963
0.32666	-0.8042	0.38281
0.32031	-0.8335	0.35303
0.29443	-0.83057	0.34717
0.29346	-0.90186	0.3418
0.28076	-0.90576	0.36133
0.27051	-0.91211	0.35254
0.26221	-0.92432	0.35596
0.26416	-0.94336	0.36523
0.25439	-0.91553	0.3457
0.28516	-0.96045	0.34375
0.2876	-0.90771	0.32373
0.32178	-0.90088	0.32031
0.29736	-0.89404	0.29443
0.35791	-0.88525	0.25098
0.33984	-0.89648	0.24512
0.40479	-0.89795	0.23193
0.40186	-0.92773	0.23291
0.43652	-0.96484	0.2334
0.4707	-1.00635	0.26074
0.47021	-1.06738	0.29102
0.50293	-1.07275	0.30908
0.47998	-1.09619	0.31494
0.47412	-1.08496	0.29395
0.4668	-1.0791	0.2959
0.45557	-1.02686	0.27539
0.45801	-1.05078	0.24414
0.46582	-1.13086	0.25928
0.46777	-1.15869	0.27881
0.48877	-1.19971	0.32178
0.48584	-1.24316	0.36768
0.48145	-1.22412	0.39307
0.48047	-1.17822	0.39697
0.4707	-1.11475	0.36133
0.46338	-1.0542	0.30615
0.45947	-1.02051	0.26953
0.45898	-0.98535	0.25977
0.43311	-0.97803	0.24951
0.4248	-0.96582	0.25098
0.39941	-1.00586	0.24854
0.38525	-1.00146	0.26758
0.37207	-1.03857	0.26562
0.38867	-1.05908	0.2666
0.35986	-1.06201	0.28613
0.40283	-1.07178	0.27686
0.40186	-1.06689	0.25293
0.39795	-1.04346	0.25684
0.3833	-1.00928	0.25537
0.37598	-0.96777	0.22412
0.35254	-0.91553	0.20264
0.30811	-0.87891	0.17773
0.28662	-0.82666	0.16113
0.24609	-0.79053	0.16602
0.23926	-0.78125	0.17432
0.22217	-0.75684	0.18066
0.21777	-0.7417	0.2041
0.2251	-0.74756	0.22021
0.23535	-0.74756	0.23682
0.24854	-0.76807	0.23975
0.23389	-0.75781	0.20605
0.26123	-0.7334	0.19531
0.24805	-0.73535	0.17285
0.2334	-0.71191	0.16943
0.24902	-0.7041	0.17334
0.26074	-0.69043	0.17725
0.25098	-0.66504	0.18359
0.25098	-0.66016	0.17871
0.25342	-0.6582	0.18506
0.27051	-0.66064	0.17529
0.27002	-0.68359	0.16748
0.28369	-0.7251	0.16113
0.30762	-0.76904	0.18066
0.29541	-0.82227	0.17529
0.30908	-0.85645	0.2002
0.34814	-0.91016	0.20557
0.35059	-0.97119	0.2251
0.37305	-0.99414	0.2373
0.40381	-1.0	0.2417
0.39307	-1.00342	0.24805
0.38428	-0.98633	0.229
0.39551	-1.01367	0.22607
0.39014	-1.04541	0.22803
0.39941	-1.07861	0.24219
0.40234	-1.125	0.2417
0.41797	-1.16895	0.27002
0.4375	-1.20313	0.29639
0.43115	-1.18164	0.31494
0.44238	-1.14014	0.31201
0.4541	-1.05762	0.32227
0.4707	-0.97363	0.3252
0.4668	-0.8916	0.31445
0.46875	-0.80078	0.29492
0.47021	-0.75293	0.27148
0.45605	-0.74414	0.2334
0.46338	-0.76514	0.19873
0.44922	-0.80615	0.21191
0.49561	-0.88281	0.21387
0.41309	-0.89404	0.25879
0.46875	-0.98975	0.29346
0.45654	-1.0249	0.33594
0.44092	-0.98877	0.35352
0.44189	-0.98193	0.36768
0.41064	-0.94141	0.354
0.38428	-0.88672	0.34131
0.35107	-0.8457	0.3252
0.33105	-0.79492	0.32324
0.31836	-0.78174	0.31689
0.34814	-0.78906	0.31641
0.32422	-0.78369	0.30859
0.32422	-0.79297	0.29248
0.33154	-0.78857	0.30078
0.34814	-0.80615	0.30859
0.35107	-0.81738	0.30078
0.35059	-0.83545	0.31348
0.34961	-0.83105	0.30957
0.354	-0.83984	0.30908
0.3457	-0.85889	0.29199
0.34326	-0.84912	0.30713
0.32715	-0.85547	0.3042
0.34033	-0.90723	0.29736
0.34961	-0.92139	0.30029
0.34961	-0.9126	0.2915
0.3501	-0.91895	0.27686
0.35547	-0.92383	0.27637
0.36426	-0.94922	0.26221
0.37305	-0.98584	0.25537
0.38623	-0.9834	0.27002
0.37695	-1.02881	0.25928
0.40674	-1.04248	0.25586
0.41113	-1.07324	0.26025
0.4292	-1.0791	0.27051
0.4209	-1.06934	0.2666
0.43555	-1.05176	0.23926
0.43506	-1.05713	0.21924
0.44189	-1.12598	0.22705
0.44531	-1.1416	0.22314
0.45898	-1.19092	0.25537
0.46533	-1.23877	0.28516
0.4834	-1.19922	0.30859
0.47607	-1.16357	0.30469
0.48828	-1.12646	0.29687
0.50049	-1.07324	0.27051
0.46924	-1.03809	0.27393
0.46436	-0.99805	0.24121
0.47266	-0.98047	0.24756
0.46729	-0.96143	0.22949
0.45703	-0.94092	0.23975
0.43799	-0.94678	0.22314
0.40674	-0.97949	0.25439
0.4082	-0.97998	0.25732
0.40918	-0.99902	0.25586
0.39355	-1.00977	0.23145
0.35742	-1.00293	0.23145
0.41309	-0.98779	0.24023
0.39355	-0.96826	0.23242
0.40527	-0.90234	0.22412
0.43213	-0.86377	0.22803
0.42676	-0.84131	0.23145
0.41406	-0.82373	0.21289
0.39209	-0.78369	0.18555
0.35791	-0.76562	0.16895
0.3457	-0.75195	0.16504
0.32227	-0.74609	0.16211
0.33691	-0.74268	0.16797
0.31934	-0.74072	0.16064
0.31787	-0.73828	0.16895
0.34473	-0.72949	0.16846
0.34863	-0.72559	0.17139
0.38135	-0.74512	0.16846
0.37061	-0.71143	0.16992
0.39014	-0.71191	0.15771
0.38135	-0.69971	0.13574
0.38232	-0.70508	0.13184
0.38037	-0.66113	0.11816
0.37646	-0.66895	0.13086
0.37891	-0.66895	0.1333
0.39795	-0.68262	0.15527
0.42432	-0.71582	0.16797
0.42383	-0.7583	0.17676
0.42529	-0.77539	0.17773
0.43799	-0.82324	0.1709
0.43457	-0.86963	0.18359
0.45508	-0.87744	0.18018
0.45557	-0.89648	0.18408
0.46631	-0.91211	0.20264
0.4707	-0.89648	0.21582
0.45996	-0.91357	0.20703
0.47803	-0.94824	0.21533
0.47021	-0.98535	0.21533
0.45996	-1.02295	0.20215
0.45703	-1.05273	0.20996
0.44824	-1.05029	0.20654
0.43701	-1.04443	0.20654
0.42969	-1.00244	0.21582
0.41943	-0.96582	0.22266
0.39795	-0.91748	0.24268
0.40869	-0.88574	0.26123
0.40967	-0.86279	0.27539
0.37842	-0.85059	0.28564
0.37061	-0.83252	0.28613
0.35986	-0.82373	0.27441
0.34961	-0.83008	0.27344
0.3418	-0.84619	0.27295
0.40967	-0.88672	0.21094
0.27002	-0.88379	0.30908
0.36084	-0.94824	0.29102
0.31201	-0.92041	0.31787
0.34863	-0.93213	0.32422
0.33057	-0.92725	0.32715
0.30127	-0.90283	0.3252
0.33154	-0.87305	0.31738
0.38379	-0.84717	0.30908
0.36914	-0.81348	0.30273
0.3916	-0.80908	0.29736
0.37988	-0.7998	0.25977
0.39941	-0.82275	0.26172
0.39795	-0.83252	0.27295
0.41992	-0.83984	0.28516
0.4082	-0.86377	0.29785
0.39746	-0.87939	0.30225
0.40967	-0.87988	0.29639
0.39502	-0.88525	0.28076
0.39844	-0.90039	0.30225
0.38135	-0.90186	0.31104
0.38916	-0.90625	0.3042
0.36328	-0.90771	0.29883
0.35205	-0.896	0.2876
0.36328	-0.90039	0.2832
0.37061	-0.91406	0.29199
0.35645	-0.92529	0.27344
0.39502	-0.98779	0.2832
0.38428	-0.99609	0.28174
0.375	-1.05566	0.29297
0.41406	-1.08398	0.29004
0.41504	-1.1084	0.29199
0.4165	-1.11377	0.28955
0.41211	-1.104	0.29443
0.43408	-1.09082	0.28906
0.42236	-1.06396	0.25928
0.41406	-1.09863	0.23877
0.41895	-1.19141	0.24072
0.42725	-1.22217	0.24756
0.41699	-1.27197	0.25928
0.4541	-1.2666	0.30176
0.45508	-1.18311	0.32959
0.44336	-1.12988	0.31836
0.45654	-1.01025	0.29004
0.41699	-0.9541	0.25537
0.41162	-0.88281	0.20117
0.36035	-0.87207	0.18994
0.34717	-0.84131	0.17041
0.31592	-0.85547	0.1665
0.32031	-0.87842	0.19922
0.29883	-0.91504	0.21436
0.28809	-0.94092	0.21973
0.29443	-0.97021	0.23437
0.32715	-1.00342	0.23828
0.3374	-1.03955	0.23535
0.3501	-1.04688	0.24609
0.35791	-1.04639	0.25586
0.35596	-1.00781	0.23877
0.33691	-0.96094	0.229
0.33105	-0.95361	0.21729
0.31445	-0.92041	0.21973
0.30225	-0.87744	0.20557
0.30469	-0.86914	0.20068
0.26807	-0.86133	0.20801
0.25684	-0.85205	0.20166
0.25195	-0.85742	0.21777
0.25928	-0.84863	0.23975
0.27148	-0.86865	0.24805
0.25781	-0.87793	0.24756
0.26416	-0.87012	0.24756
0.26611	-0.87061	0.23242
0.26172	-0.8623	0.22852
0.25439	-0.8418	0.20654
0.26025	-0.82812	0.21143
0.26074	-0.81201	0.20654
0.26074	-0.79639	0.19922
0.27197	-0.79687	0.17529
0.25146	-0.77979	0.20703
0.27393	-0.81299	0.21191
0.27783	-0.84375	0.24072
0.28027	-0.87012	0.22119
0.28564	-0.89746	0.23193
0.27246	-0.91553	0.229
0.29492	-0.92773	0.21875
0.28271	-0.95264	0.21631
0.29883	-0.95557	0.23779
0.31543	-0.95996	0.25635
0.32129	-0.94434	0.26758
0.32959	-0.94385	0.25098
0.33496	-0.9624	0.23193
0.33057	-1.00977	0.23926
0.35156	-1.05908	0.22363
0.36963	-1.11279	0.22021
0.36377	-1.13086	0.23291
0.39355	-1.12598	0.25391
0.39795	-1.07324	0.271
0.43066	-1.00684	0.26709
0.42187	-0.9458	0.29004
0.41602	-0.87842	0.29053
0.40039	-0.80615	0.27002
0.38379	-0.77539	0.27002
0.36475	-0.77539	0.24365
0.34863	-0.78809	0.25098
0.34961	-0.80859	0.24658
0.35107	-0.87061	0.23828
0.34766	-0.92578	0.27246
0.34033	-0.95264	0.30029
0.33057	-0.96631	0.30615
0.29541	-0.96094	0.31836
0.29834	-0.94385	0.31885
0.28955	-0.89404	0.30713
0.27783	-0.84766	0.30371
0.27832	-0.80176	0.31104
0.36523	-0.74707	0.2959
0.27393	-0.71875	0.28857
0.32666	-0.70947	0.28125
0.35352	-0.70508	0.26904
0.35645	-0.7124	0.26025
0.34766	-0.71777	0.24902
0.37646	-0.74219	0.25635
0.36572	-0.75586	0.25049
0.3623	-0.82275	0.27979
0.36572	-0.80029	0.28174
0.36475	-0.8418	0.28418
0.34961	-0.87158	0.29443
0.33252	-0.85742	0.27686
0.32764	-0.93848	0.27686
0.32861	-0.91846	0.27441
0.33398	-0.93896	0.28271
0.34375	-0.98535	0.28516
0.34912	-0.97803	0.28076
0.354	-0.9834	0.26758
0.37939	-0.98437	0.25098
0.39209	-1.03271	0.24512
0.40576	-1.05957	0.23584
0.42236	-1.08105	0.22607
